"neo","pha","sats","e","a","i","om","w","moid_jup"
"N","N",0,0.2552,2.235,8.15,51.72,321.22,2.67
"N","N",0,0.255,2.212,7.63,44.08,323.75,2.69
"N","N",0,0.3248,2.291,8.24,44.72,29.95,2.3
"Y","N",0,0.1947,1.605,2.45,344.63,99.34,3.29
"N","N",0,0.2759,2.293,6.29,176.01,155.3,2.45
"Y","Y",0,0.4008,1.342,21.59,356.46,64.7,3.66
"Y","N",0,0.55,2.363,1.67,104.45,265.45,1.8
"Y","N",0,0.1308,1.386,34.23,216.09,89.87,3.59
"N","N",0,0.3554,2.191,10.36,120.41,181.99,2.28
"N","N",0,0.1441,1.849,26.25,64.24,282.23,3.27
"Y","N",0,0.482,2.207,23.32,290.89,234.38,2.15
"N","N",0,0.2936,2.312,7.64,346.47,57.13,2.49
"N","N",0,0.2053,1.743,22.71,172.14,268.33,3.25
"N","N",0,0.3746,2.62,27.37,345.62,86.64,2.45
"N","N",0,0.1348,1.916,22.88,219.91,193.95,3.23
"N","N",0,0.3689,2.561,13.03,50.01,37.53,1.87
"Y","N",0,0.545,1.796,33.71,182.59,101.94,3.24
"N","N",0,0.3846,2.273,4.84,212.87,143.91,2.32
"N","N",0,0.2839,2.243,8.48,31.15,235.27,2.25
"N","N",0,0.3024,2.283,8.22,217.84,186.77,2.44
"N","N",0,0.2947,2.286,3.02,304.07,44.84,2.47
"N","N",0,0.337,2.297,2.89,224.56,118.63,2.35
"N","N",0,0.344,2.311,22.43,87.57,281.56,2.74
"N","N",0,0.3125,2.351,22.35,204.36,290.9,2.3
"Y","N",0,0.3354,1.599,5.15,130.91,105.47,2.88
"N","N",0,0.2385,2.167,6.3,84.11,273.15,2.77
"N","N",0,0.3983,2.606,6.19,112.25,235.74,1.8
"N","N",0,0.1286,1.872,22.52,217.63,297.47,2.96
"N","N",0,0.1164,1.875,23.15,82.02,279.05,3.27
"N","N",0,0.2668,2.207,23.4,32.69,263.47,2.69
"N","N",0,0.2936,2.241,6.94,163.09,144.21,2.39
"N","N",0,0.3097,2.157,3.92,166.98,154.52,2.51
"Y","N",0,0.4399,1.461,30.22,225.9,20.31,2.94
"Y","N",0,0.0581,1.189,2.47,179.37,58.23,3.71
"N","N",0,0.3695,2.339,23.29,84.83,232.67,2.29
"Y","N",0,0.8302,1.422,38.26,64.75,156.45,2.51
"N","N",0,0.2935,2.295,22,65.25,76.03,2.5
"N","N",0,0.1076,1.652,24.55,219.37,353.17,3.14
"N","N",0,0.1211,1.886,25.38,82.76,121.73,3
"Y","N",0,0.7075,1.299,20.64,73.75,198.4,2.92
"N","N",0,0.3319,2.391,22.77,15.45,110.13,2.2
"Y","N",0,0.6203,1.906,10.56,353.19,190.39,1.89
"N","N",0,0.2283,2.137,2.47,252.18,33.51,2.53
"N","N",0,0.2713,2.214,6.62,77.88,209.19,2.36
"N","N",0,0.2663,2.26,4.05,158.15,174.87,2.51
"N","N",0,0.2563,2.236,4.82,5.22,327.79,2.56
"Y","N",0,0.2575,1.744,8.7,27.95,112.8,2.86
"N","N",0,0.3112,2.278,21.94,174.12,281.84,2.53
"N","N",0,0.2681,2.258,5.55,85.94,357.58,2.39
"Y","N",0,0.4435,2.294,5.99,255.97,87.19,2.16
"N","N",0,0.3194,2.33,9.43,312.46,49.08,2.43
"Y","Y",1,0.6158,1.095,2.56,4.25,218.63,3.21
"Y","Y",0,0.2614,1.118,9.27,85.76,108.11,3.56
"N","N",0,0.3157,2.419,5.41,81.16,268.97,2.26
"N","N",0,0.2881,2.322,5.96,57.36,305.54,2.47
"N","N",0,0.2421,1.873,26.58,77.64,193.26,2.77
"N","N",0,0.2865,2.182,8.12,321.84,5.82,2.54
"N","N",0,0.3038,2.354,2.48,108.44,241.03,2.36
"N","N",0,0.3091,2.261,19.7,236.63,265.86,2.49
"N","N",0,0.3645,2.273,5.08,296.72,255.36,1.9
"Y","Y",0,0.7022,1.479,14.73,57.92,244.53,2.85
"N","N",0,0.2466,2.182,24.74,49.84,107.41,2.53
"N","N",0,0.1344,1.863,15.57,289.1,126.96,3.18
"Y","N",0,0.1966,1.084,7.63,171.1,35.78,3.66
"N","N",0,0.1464,1.921,22.98,59.31,297.62,3.25
"N","N",0,0.2261,1.937,10.16,8.81,110.95,2.75
"Y","N",0,0.0933,1.364,23.87,98.56,283.5,3.81
"N","N",0,0.3233,2.24,1.57,250.97,76.92,2.39
"N","N",0,0.3051,2.3,23.83,108.71,294.37,2.63
"Y","N",0,0.8484,2.194,8.66,115.96,173.99,1.16
"N","N",0,0.1221,1.858,23.86,96.67,265.14,3.3
"N","N",0,0.2396,2.191,3.5,3.51,289.89,2.48
"Y","N",0,0.6136,1.333,38.2,105.95,132.14,3.21
"N","N",0,0.2753,2.271,12.31,22.36,299.19,2.54
"N","N",0,0.3526,2.176,8.15,81.1,264.61,2.52
"N","N",0,0.2917,2.195,4.89,324.2,45.95,2.64
"Y","N",0,0.2642,1.319,21.28,251.98,237.95,3.55
"Y","Y",0,0.3693,0.823,17.51,297.74,30.6,4.18
"Y","N",0,0.5595,2.684,24.49,340.34,264.65,2.06
"N","N",0,0.2949,2.357,5.09,148.58,238.69,2.41
"N","N",0,0.1835,1.948,26.89,112.06,284.52,3.17
"Y","N",0,0.652,2.328,20.12,134.98,272.98,2.17
"N","N",0,0.2647,2.237,6.28,164.2,226.79,2.63
"Y","Y",0,0.3562,1.457,13.11,119.76,313.43,3.34
"Y","N",0,0.8172,2.17,20.96,128.59,182.08,1.36
"Y","N",0,0.6137,2.857,11.21,156.88,52.88,0.687
"Y","N",0,0.4949,1.975,28.53,119.98,77.1,2.61
"N","N",0,0.131,1.89,18.21,282.91,83.61,3.29
"N","N",0,0.17,1.905,19.65,216.33,152.78,3.26
"N","N",0,0.3013,2.321,20.73,156.19,251.59,2.71
"N","N",0,0.3412,2.405,23.86,322.34,144.65,2
"Y","N",0,0.3053,1.838,37.59,159.14,25.4,2.63
"N","N",0,0.2936,2.25,23.11,177.08,85.75,2.51
"Y","Y",0,0.8258,1.699,39.01,181.71,123.36,3.1
"N","N",0,0.1388,1.872,18.24,333.5,75.01,3.22
"N","N",0,0.1395,1.871,18.42,324.08,102.84,3.13
"N","N",0,0.1427,1.888,19.01,296.12,91.55,3.28
"Y","N",0,0.2237,1.42,22.87,131.59,186.92,3.55
"Y","N",0,0.4935,2.335,7.45,352.42,235.67,1.59
"N","N",0,0.2869,2.322,23.25,139.68,241.42,2.69
"Y","Y",0,0.4695,1.576,9.08,336.5,50.32,3.18
"N","N",0,0.3064,2.251,4.31,237.53,31.38,2.16
"N","N",0,0.2888,2.336,11.44,4.96,317.74,2.39
"N","N",0,0.3466,2.316,3.55,72.98,294.65,2.34
"N","N",0,0.3258,2.436,11.85,193.87,106.75,2.18
"N","N",0,0.1851,1.928,31.13,134.76,245.2,3.28
"N","N",0,0.3006,2.27,25.97,115.55,314.43,2.46
"N","N",0,0.3577,2.123,6.29,342.47,311.66,2.35
"N","N",0,0.389,2.343,2.5,46,60.21,1.92
"Y","N",0,0.5721,2.362,8.16,65.79,221.98,1.53
"Y","Y",0,0.3213,0.9375,5.43,178.03,125.78,3.97
"N","N",0,0.2776,2.282,22.5,93.56,101.18,2.43
"N","N",0,0.2888,2.289,1.1,226.7,80.8,2.31
"N","N",0,0.3714,2.601,27.93,351.96,79.56,2.56
"N","N",0,0.3641,2.599,6.24,265.69,164.14,1.79
"N","N",0,0.3275,2.299,5.62,33.04,261.92,2.19
"N","N",0,0.3896,2.656,15.06,154.64,288.14,1.87
"N","N",0,0.0544,1.71,33.15,144.11,246.99,3.36
"N","N",0,0.3887,2.707,29.05,89.83,181.54,1.37
"Y","N",0,0.6042,0.9442,20.67,22.08,339.98,3.95
"N","N",0,0.2714,2.181,8.2,116.35,209.67,2.56
"N","N",0,0.2563,2.182,4.99,2.43,316.08,2.57
"N","N",0,0.3089,2.398,22.91,0.77,57.26,2.6
"N","N",0,0.1006,1.828,23.71,4.52,28.64,3.29
"N","N",0,0.2941,2.351,1.36,355.16,42.99,2.39
"N","N",0,0.3064,2.338,21.45,37.35,77.84,2.5
"Y","N",0,0.4658,2.352,7.4,150.39,154.24,1.85
"N","N",0,0.3296,2.468,2.75,311.38,316.06,1.83
"N","N",0,0.2262,2.152,4.62,89.05,245.02,2.73
"N","N",0,0.2864,2.311,2.82,195.01,141.91,2.42
"Y","N",0,0.7291,2.018,17.83,12.04,250.08,2.02
"Y","Y",0,0.2589,1.133,39.14,194.15,94.18,3.85
"N","N",0,0.2865,2.329,6.74,356.67,353.42,2.43
"N","N",0,0.1563,1.865,19.14,21.47,56.15,3.19
"N","N",0,0.1058,1.853,19.23,22.73,59.68,3.17
"N","N",0,0.3299,2.311,21.27,234.53,110.24,2.76
"N","N",0,0.2733,2.225,23.46,168.97,239.46,2.83
"N","N",0,0.2529,2.202,23.74,36.47,291.1,2.94
"N","N",0,0.3911,2.618,12.12,355.57,323.38,1.77
"Y","N",0,0.475,2.174,9.86,100.9,181.89,1.96
"N","N",0,0.3175,2.436,5.3,146.15,222.01,2.25
"N","N",0,0.2964,2.352,10.44,39.71,302.13,2.42
"N","N",0,0.2931,2.28,5.72,9.27,314.09,2.4
"N","N",0,0.1607,1.876,24.73,115.3,102.79,3.08
"Y","N",0,0.2416,1.506,20.84,214.64,84.79,3.41
"N","N",0,0.2344,2.139,2.21,116.17,160.74,2.48
"N","N",0,0.2991,2.254,25.67,164.78,148.73,2.54
"N","N",0,0.2774,2.298,10.52,145.33,91.97,2.16
"Y","N",0,0.347,1.406,34.27,38.78,270.72,3.63
"N","N",0,0.3809,2.642,26.54,294.12,256.79,2.16
"N","N",0,0.3117,2.357,6.14,27.04,19.48,2.33
"N","N",0,0.2363,2.158,3.07,205.23,128.22,2.7
"N","N",0,0.2537,2.211,3.71,225.23,105.64,2.6
"Y","N",0,0.3411,1.604,35.3,342.07,33.62,3.39
"N","N",0,0.361,2.565,15.46,187.62,122.16,2.08
"Y","N",0,0.7137,1.738,31.79,359.02,326.94,2.61
"N","N",0,0.2934,2.301,8.74,42.54,247.74,2.26
"N","N",0,0.147,1.74,46.18,179.24,229.98,3.41
"Y","N",0,0.3003,1.389,18.15,178.75,264.47,3.54
"N","N",0,0.2585,2.219,7.55,154.12,146.16,2.46
"N","N",0,0.2799,2.183,8.89,176.96,136.94,2.55
"N","N",0,0.2638,2.237,4.51,327.02,330.99,2.4
"N","N",0,0.29,2.283,4.94,39.07,310.38,2.49
"N","N",0,0.126,1.857,23.01,201.6,290.68,3.01
"N","N",0,0.2784,2.273,5.8,248.8,85.92,2.51
"N","N",0,0.2879,2.314,21.51,348.26,104.48,2.46
"N","N",0,0.3304,2.421,3.61,50.6,299.48,2.21
"N","N",0,0.3356,2.25,23.13,212.5,112.66,2.8
"N","N",0,0.3184,2.124,6.35,94.24,209.47,2.45
"N","N",0,0.2677,2.156,4.58,7.14,316.51,2.6
"N","N",0,0.2914,2.303,22.57,252.72,257.89,2.55
"Y","N",0,0.6339,2.256,15.75,67.44,72.37,1.74
"N","N",0,0.2643,2.245,3.2,80.04,175.34,2.21
"N","N",0,0.2607,2.23,6.24,217.65,90.72,2.48
"N","N",0,0.0879,1.815,21.66,358.33,319.43,3.26
"N","N",0,0.1103,1.859,20.76,153.59,189.54,3.31
"N","N",0,0.2986,2.336,22.77,205.05,304.76,2.21
"N","N",0,0.3091,2.294,22.98,34.05,250.47,2.44
"Y","N",0,0.1213,1.459,15.82,38.24,192.35,3.34
"N","N",0,0.298,2.322,24.43,91.09,308.29,2.55
"N","N",0,0.2562,2.185,6.45,51.09,254.61,2.52
"N","N",0,0.3329,2.415,21.61,348.65,235.39,2.05
"N","N",0,0.2555,2.206,4.15,107.89,168.6,2.36
"N","N",0,0.3209,2.186,6.08,130.56,185.23,2.42
"N","N",0,0.3118,2.32,12.4,67.97,260.15,2.43
"Y","N",0,0.3935,1.676,17.27,223.1,118.61,3.24
"Y","N",0,0.3401,1.805,27.1,248.52,99.11,3.38
"N","N",0,0.2395,2.178,8.14,95.49,183.36,2.43
"N","N",0,0.295,2.226,7.23,65.94,224.67,2.32
"Y","N",0,0.3884,1.83,28.62,114.31,235.34,3.06
"N","N",0,0.3893,2.56,26.97,145.81,285,2.32
"N","N",0,0.322,2.298,6.98,199.71,174.35,2.43
"Y","N",0,0.7202,1.958,23.35,283.21,35.54,2.16
"Y","N",0,0.4801,2.347,5.58,244.03,86.85,1.96
"N","N",0,0.294,2.359,6.94,147.67,158.99,2.23
"Y","N",0,0.4923,0.7934,18.25,124.58,311.63,4.1
"N","N",0,0.3239,2.329,23.67,149.49,239.99,2.64
"Y","N",0,0.4753,2.319,4.84,129.29,208.9,1.98
"Y","Y",0,0.5418,2.231,39.67,267.14,4.95,1.69
"Y","Y",0,0.4771,1.084,37.03,295.27,104.99,4.05
"N","N",0,0.2447,2.167,2.1,315.63,332.43,2.47
"Y","Y",0,0.8652,1.833,8.41,38.77,48.99,1.91
"Y","Y",0,0.6954,2.502,0.79,180.3,345.93,0.751
"N","N",0,0.32,2.328,5.46,343.82,318.69,2.19
"Y","N",0,0.5237,2.674,15.89,251.05,146.68,1.52
"N","N",0,0.2647,2.197,6.54,214.47,88.13,2.49
"N","N",0,0.2467,2.182,6.67,98.28,208.22,2.53
"Y","N",0,0.4156,2.137,7.36,284.08,16.01,2.22
"Y","N",0,0.5566,2.499,12.02,206.95,194.9,1.55
"Y","Y",0,0.6417,2.462,19.58,168.84,54.5,1.4
"N","N",0,0.3347,2.061,4.95,249.95,278.27,2.26
"N","N",0,0.3624,2.434,7.78,238.03,53.34,1.92
"N","N",0,0.2473,2.157,3.91,230.83,42.19,2.42
"N","N",0,0.2728,2.277,21.66,208.9,77.77,2.5
"N","N",0,0.2631,2.26,4.97,116.39,211.47,2.49
"N","N",0,0.1968,1.907,27.06,271.12,153.33,3.02
"N","N",0,0.2484,2.153,7.21,95.04,212.79,2.57
"N","N",0,0.3429,2.161,5.34,227.88,90.43,2.44
"N","N",0,0.3741,2.258,21.11,243.5,73.84,2.51
"N","N",0,0.2778,2.255,2.32,255.68,123.02,2.59
"N","N",0,0.093,1.817,14.23,52.97,247.22,3.13
"Y","N",0,0.4857,1.749,11.9,168.66,354.77,2.39
"N","N",0,0.3209,2.383,2.21,319.33,6.8,2.2
"N","N",0,0.2879,2.303,3.17,238.9,53.9,2.24
"N","N",0,0.3144,2.34,11.22,167.17,143.13,2.28
"N","N",0,0.3194,2.328,4.66,205.66,139.06,2.36
"N","N",0,0.3447,2.314,5.74,241.55,23.73,1.98
"Y","Y",0,0.4446,1.761,15.74,210.87,191.28,2.89
"N","N",0,0.1814,1.996,17.13,347.72,248.7,2.76
"N","N",0,0.2529,2.173,9.2,104.49,201.39,2.52
"N","N",0,0.3002,2.307,24.12,58.76,314,2.6
"N","N",0,0.2816,2.199,22.66,299.13,75.81,2.95
"N","N",0,0.1895,1.997,32.32,159.89,166.6,3.03
"Y","N",0,0.4814,2.165,1.69,78.32,272.01,2.22
"N","N",0,0.3101,2.405,11.59,0.7,351.34,2.28
"N","N",0,0.2922,2.17,5.66,333.57,339.97,2.49
"N","N",0,0.357,2.549,29.74,321.73,114.85,2.22
"N","N",0,0.1409,1.878,20.61,292.44,51.66,3.2
"N","N",0,0.2679,2.219,22.67,268.38,102.44,2.96
"N","N",0,0.2686,2.249,1.88,280.6,84.86,2.61
"N","N",0,0.2854,2.256,2.29,228,90.27,2.41
"Y","N",0,0.5272,2.218,21.85,103.66,284.87,2.51
"N","N",0,0.295,2.323,22.89,344.56,71.1,2.83
"Y","Y",0,0.8368,2.573,19.08,260.96,286.08,1.59
"N","N",0,0.0916,1.818,18.91,333.85,238.33,3.05
"N","N",0,0.2639,2.215,7.44,318.47,49.7,2.69
"N","N",0,0.184,1.925,29.72,281.14,206.7,2.92
"Y","N",0,0.6991,0.8171,12.75,164.17,355.41,3.6
"N","N",0,0.3654,2.546,5.86,153.94,209.66,1.98
"N","N",0,0.2878,2.33,20.7,255.7,57.57,2.41
"N","N",0,0.298,2.277,27.04,315.65,29.59,2.5
"N","N",0,0.2882,2.266,21.85,181.45,131.38,2.64
"N","N",0,0.3265,2.341,22.62,328.32,68.71,2.75
"N","N",0,0.3135,2.355,20.93,287.09,106.12,2.65
"N","N",0,0.3021,2.29,21.36,299.71,92.46,2.82
"N","N",0,0.2985,2.313,4.79,350.96,23.84,2.47
"N","N",0,0.2783,2.301,6.73,235.3,123.48,2.55
"N","N",0,0.286,2.326,8.47,95.9,268.83,2.51
"N","N",0,0.3383,2.372,21.27,69.34,300.49,2.52
"N","N",0,0.3124,2.329,23.39,351.86,120.56,2.26
"N","N",0,0.3575,2.523,11.79,333.38,41.39,2.13
"Y","N",0,0.6136,3.329,23.36,187.62,272.14,1.77
"N","N",0,0.2633,2.195,6.04,346.19,337.28,2.56
"N","N",0,0.3689,2.392,38.28,305.45,28.06,2.18
"N","N",0,0.1331,1.901,18.95,255.11,99.6,3.23
"Y","N",0,0.6969,2.916,52.31,172.41,346.41,0.333
"N","N",0,0.3047,2.393,6.25,203.02,3.25,1.84
"Y","N",0,0.2852,1.673,29.22,241.35,163.09,3.26
"N","N",0,0.3967,2.607,5.64,92.86,287.2,1.84
"N","N",0,0.3822,2.648,7.93,54.72,339.93,1.78
"Y","N",0,0.3301,1.694,24.65,354.35,66.01,3.42
"N","N",0,0.2973,2.355,7.88,126.91,218.47,2.36
"N","N",0,0.319,2.291,23.07,236.92,86.83,2.67
"N","N",0,0.2601,2.208,6.15,237.17,79.92,2.54
"N","N",0,0.1659,1.771,20.56,217.84,289.64,3.05
"Y","N",0,0.3708,2.004,7.02,354.36,105.36,2.48
"Y","N",0,0.3937,1.968,30.43,195.58,238.77,3
"N","N",0,0.2987,2.363,23.33,3.03,41.82,2.56
"N","N",0,0.3809,2.412,22.35,269.91,228.91,2.07
"N","N",0,0.2682,2.207,7.45,337.6,352.33,2.56
"N","N",0,0.2694,2.227,6.22,226.26,187.39,2.55
"N","N",0,0.1714,1.841,25.35,208.66,76.87,3.04
"N","N",0,0.3235,2.299,25.84,344.65,106.02,2.49
"N","N",0,0.268,2.234,2.24,269.8,120.01,2.62
"Y","N",0,0.4787,2.045,7.3,202.19,47.74,2.04
"N","N",0,0.15,1.903,17.98,344.88,118.11,2.95
"N","N",0,0.3831,2.68,9.58,133.22,245.74,1.84
"Y","N",0,0.2834,1.483,22.85,295.49,71.55,3.67
"N","N",0,0.3927,2.628,28.2,170.87,286.08,2.18
"N","N",0,0.2512,2.14,3.58,346.18,66.28,2.72
"Y","N",1,0.3272,1.922,3.46,118.94,259.95,2.91
"N","N",0,0.2769,2.277,3.93,174.21,157.51,2.46
"N","N",0,0.3213,2.271,8.09,123.26,213.51,2.39
"N","N",0,0.3057,2.345,26,15.48,41.87,2.57
"N","N",0,0.2998,2.318,4.32,84.71,284.08,2.45
"Y","N",0,0.4929,1.019,35.55,337.73,254.46,3.78
"N","N",0,0.1137,1.88,18.87,316.05,105.15,3.15
"N","N",0,0.1297,1.868,19.12,340.88,97.11,3.11
"N","N",0,0.1254,1.871,22.67,176.72,240.5,3.22
"Y","N",0,0.5178,1.05,46.88,315.76,285.59,4.02
"Y","N",0,0.6595,2.042,34.84,106.38,335.29,2.04
"Y","Y",0,0.6025,2.109,16.08,194.72,243.06,2.19
"Y","Y",0,0.3645,0.893,9.45,48.05,108.71,3.78
"Y","N",0,0.4392,1.381,12.65,14.31,124.96,3.09
"Y","Y",0,0.7011,2.956,6.93,27.25,60.01,0.616
"N","N",0,0.1388,1.864,19.29,342.3,36.79,3.34
"N","N",0,0.265,2.187,7.23,40.86,301.24,2.66
"N","N",0,0.1683,1.995,23.45,177.22,183.2,3.12
"Y","Y",0,0.5332,2.015,8.18,306.76,175.25,2.02
"N","N",0,0.2462,2.159,5.34,148.25,164.2,2.59
"N","N",0,0.2787,2.181,1.87,103.71,257.34,2.66
"N","N",0,0.2902,2.27,3.78,146.74,247.17,2.52
"N","N",0,0.2946,2.184,3.05,14.51,308.02,2.5
"N","N",0,0.3505,2.284,21.05,19.49,74.02,2.58
"Y","Y",0,0.661,1.675,3.17,65.88,100.33,2.2
"Y","N",0,0.1125,1.201,4.19,44.8,324.26,3.89
"N","N",0,0.3281,2.273,22.35,334.35,85.12,2.76
"N","N",0,0.3013,2.358,2.31,342.37,82.58,2.28
"N","N",0,0.3001,2.35,9.06,15.68,111.97,2.08
"N","N",0,0.316,2.34,26.79,276.07,162.84,2.21
"N","N",0,0.1387,1.851,19.7,329.83,39.49,3.34
"N","N",0,0.2879,2.242,22.73,198.68,158.89,2.62
"N","N",0,0.2675,2.213,7.17,198.44,115.05,2.53
"N","N",0,0.2627,2.204,4.75,9.4,289.1,2.45
"N","N",0,0.2876,2.227,9.44,56.62,268.15,2.53
"N","N",0,0.2726,2.27,22.7,223.83,248.02,2.67
"Y","N",0,0.7625,2.251,9.38,194.61,119.19,1.53
"N","N",0,0.1345,1.907,20.45,49.51,75.1,3.04
"N","N",0,0.3668,2.326,20.63,186.24,264.31,2.52
"N","N",0,0.3888,2.655,8.68,358.64,331.73,1.71
"Y","N",0,0.7356,1.302,38.51,210,15.65,2.75
"Y","Y",0,0.5459,0.8748,15.21,57.76,136.04,3.63
"Y","N",0,0.3972,1.089,7.16,73.75,180.74,3.52
"Y","N",0,0.2179,1.315,46.44,21.73,85.45,3.67
"N","N",0,0.2929,2.344,4.78,225.31,65.24,2.17
"N","N",0,0.2401,2.184,22.59,50.09,81.89,2.68
"N","N",0,0.2886,2.337,7.49,90.01,220.82,2.27
"N","N",0,0.1356,1.925,21.81,171.98,263.5,3.09
"N","N",0,0.1263,1.905,23.54,180.87,235.98,3.2
"Y","N",0,0.1965,1.369,2.15,134.73,162.15,3.52
"N","N",0,0.3511,2.528,10.34,54.9,296.91,2.11
"Y","N",0,0.7924,1.379,48.65,51.85,141.26,2.88
"N","N",0,0.2622,2.17,6.12,64.81,265.45,2.63
"N","N",0,0.3257,2.285,4.55,245.34,162.59,2.38
"N","N",0,0.2601,2.239,21.5,225.99,94.72,2.77
"N","N",0,0.2721,2.277,2.93,0.78,299.18,2.34
"Y","N",0,0.2074,1.448,38.75,204.08,270.52,3.52
"N","N",0,0.3229,2.38,12.7,94.08,326.41,2.23
"N","N",0,0.3087,2.392,12.67,88.68,280.63,2.46
"Y","Y",0,0.6462,2.28,8.03,347.42,233.53,1.35
"N","N",0,0.349,2.324,24.85,72.74,42.86,2.28
"N","N",0,0.1208,1.872,22.41,169.82,274.24,3.1
"Y","N",0,0.6043,2.077,52.46,342.73,354.64,2.08
"Y","N",0,0.434,2.076,43.51,57.53,247.33,2.8
"N","N",0,0.1208,1.859,19.64,20.82,53.61,3.2
"Y","Y",0,0.6324,1.001,2.64,19.28,200.26,3.34
"N","N",0,0.1341,1.846,21.39,45.21,277.5,3.19
"Y","N",0,0.7324,1.682,4.84,280.86,341.38,2.18
"N","N",0,0.1013,1.491,12.8,169.82,40.18,3.33
"N","N",0,0.2881,2.297,8.77,62.52,226.37,2.25
"N","N",0,0.2777,2.298,3.66,345.61,299.05,2.24
"N","N",0,0.3812,2.424,6.92,153.61,247.76,2.12
"N","N",0,0.3279,2.379,3.28,320.34,30.86,2.28
"Y","N",0,0.3001,1.583,2.29,47.86,335.24,3.4
"N","N",0,0.3803,2.585,17.61,61.53,278.31,2.22
"Y","N",0,0.2238,1.632,26.86,30.96,149.08,2.99
"N","N",0,0.374,2.627,28.33,172.04,285.25,2.2
"Y","N",0,0.3633,2.013,2.31,265.92,267.95,2.24
"N","N",0,0.3401,2.285,8.67,17.58,341.91,2.39
"N","N",0,0.0579,1.725,1.64,52.66,202.08,3.17
"N","N",0,0.2398,1.933,4.65,48.37,103.55,2.61
"N","N",0,0.375,2.56,27.01,180.02,269.92,2.45
"N","N",0,0.307,2.304,23.11,349.96,74.04,2.8
"N","N",0,0.2801,2.313,21.81,179.28,277.51,2.54
"N","N",0,0.2991,2.339,8.53,278.91,49.6,2.35
"N","N",0,0.3093,2.366,22.49,95.7,306.15,2.47
"Y","N",0,0.586,1.695,7.92,157.17,192.08,2.74
"N","N",0,0.3322,2.353,20.41,347.59,89.59,2.52
"Y","N",0,0.4197,2.165,7.06,188.89,103.86,2.19
"N","N",0,0.2454,2.173,3.77,115.48,215.72,2.65
"N","N",0,0.1304,1.894,21.24,209.31,285.81,2.98
"N","N",0,0.2276,1.874,16.19,234.44,228.21,2.99
"N","N",0,0.2977,2.23,3.43,239.45,74.99,2.41
"N","N",0,0.2583,2.214,6.67,263.96,95.96,2.71
"N","N",0,0.3749,2.622,28.23,330.52,103.1,2.27
"Y","N",0,0.3956,1.719,7.94,50.04,319.77,3.07
"N","N",0,0.1706,1.748,1.52,9.15,74.16,3.16
"N","N",0,0.0755,1.8,26.26,115.9,255.49,3.37
"N","N",0,0.1148,1.872,16.12,244.78,155.49,3.28
"N","N",0,0.1177,1.877,15.63,295.56,108.65,3.22
"N","N",0,0.1691,1.885,25.84,68.86,316.62,3.25
"N","N",0,0.3737,2.604,27.96,204.03,287.71,2.13
"N","N",0,0.3852,2.612,29.36,6.25,111.75,2.02
"N","N",0,0.1508,1.916,19.04,266.17,99.29,3.27
"N","N",0,0.1707,1.989,7.36,292.48,136.64,2.95
"N","N",0,0.3879,2.624,28.43,46.54,103.13,2.07
"Y","N",0,0.8332,1.1,23.7,308.86,18.15,3.36
"N","N",0,0.3813,2.167,9.9,101.87,194.68,2.23
"N","N",0,0.3253,2.318,7.54,211.81,148.01,2.41
"N","N",0,0.2815,2.24,6.82,260.68,59.72,2.47
"N","N",0,0.3005,2.378,4.12,1.82,268.59,2.04
"N","N",0,0.2645,2.225,7.53,110.68,275.03,2.67
"N","N",0,0.2685,2.261,6.06,23.82,304.44,2.5
"N","N",0,0.272,2.258,9.25,42.16,276.83,2.5
"N","N",0,0.3022,2.359,5.01,65.93,285.4,2.37
"N","N",0,0.2942,2.285,3.32,269.65,105.25,2.52
"N","N",0,0.3289,2.435,21.62,48.46,105.03,2.13
"N","N",0,0.31,2.282,2.56,135.67,338.62,2.14
"N","N",0,0.2796,2.282,23.06,39.19,87.35,2.54
"N","N",0,0.2746,2.272,23.09,130.16,303.31,2.52
"Y","N",0,0.3298,1.755,31.43,124.06,65.41,2.97
"N","N",0,0.3715,2.349,0.7,22.77,42.94,2.12
"N","N",0,0.1355,1.919,22.01,358.54,252.94,2.94
"Y","Y",0,0.2519,1.133,17.75,36.1,76.65,3.75
"Y","N",0,0.2097,0.8951,19.36,155.35,77.79,3.94
"N","N",0,0.2621,2.243,5.26,33.2,192.06,2.15
"N","N",0,0.3655,2.557,7.69,21.32,130.14,1.55
"N","N",0,0.1228,1.884,23.84,100.46,258.33,3.26
"N","N",0,0.3086,2.204,22.3,281,29.14,2.41
"N","N",0,0.286,2.315,6.31,240.6,44.55,2.2
"N","N",0,0.313,2.274,21.06,110.31,275.39,2.79
"Y","N",0,0.2185,1.533,0.71,356.11,357.42,3.55
"Y","N",0,0.3329,0.9833,27.55,99.83,159.98,3.79
"N","N",0,0.1635,1.915,16.17,303.7,66.84,3.27
"N","N",0,0.3118,2.397,23.11,282.07,218.64,2.12
"N","N",0,0.2803,2.192,5.41,55.81,284.03,2.6
"Y","Y",0,0.2614,1.046,13.47,104.48,294.33,4.08
"N","N",0,0.2472,2.203,2.32,197.98,133.38,2.61
"N","N",0,0.3617,2.179,6.06,102.14,239.63,2.45
"N","N",0,0.2508,2.199,2.68,82.83,270.16,2.68
"N","N",0,0.3731,2.281,8.97,76.99,75.86,1.95
"N","N",0,0.2975,2.324,14.08,318.33,347.5,2.27
"Y","N",0,0.2486,1.436,4.28,262.09,318.97,3.19
"N","N",0,0.2945,2.265,2.34,173.77,168.86,2.47
